,dealKey,Created,VersionNumber,CreatedByAnalyst,Alpha Ticker,Catalyst,Catalyst Tier,Unaffected Date,Closing,Alpha Upside,Alpha Downside,textarea,alpha_down_price_note_textarea,alpha_up_price_note_textarea,cix,peer_ticker_1,peer_ticker_2,peer_ticker_3,peer_ticker_4,peer_ticker_5,peer_ticker_6,peer_ticker_7,peer_ticker_8,peer_weight_1,peer_weight_2,peer_weight_3,peer_weight_4,peer_weight_5,peer_weight_6,peer_weight_7,peer_weight_8,price_target_date,status,val_metric_name_1,val_metric_name_2,val_metric_name_3,val_metric_name_4,val_metric_name_5,val_metric_weight_1,val_metric_weight_2,val_metric_weight_3,val_metric_weight_4,val_metric_weight_5,Category,Deal Type,Hedges
288,7,2016-09-22,22,cwatkins,XRX US EQUITY,Soft,2,2017-11-22,2019-06-30,34.0,22.25,"Announced split of BPO and Printing businesses on 1/28/16

THE QUICK PITCH: i still like it, think its very undervalued, but just not an easy one to pitch, b/c you know top line contracts this year and flat at best in 2019, so this has morphed into a longer term turnaround story.

1) i don`t believe that the company isn`t for sale.  I just think they don`t want to create more animosity with Fuji and end up having them threaten the supply chain.  So i think everything on the table and they just trying to set the stage for a world where they don`t have to rely on Fuji to manufacture for them
2) The company reiterated FCF guide and basically told you it was conservative, which was always my view.  They sandbagged the FCF originally b/c they didn`t want to show a standalone FCF guide that would be better than the year 1 pro-forma Fuji/XRX FCF.  However, its clear no one values this on FCF
3) They aren`t guiding EPS for the year and basically i think they are acknowledging given 1H 2018, they won`t hit the midpoint of their original margin guidance.  So, i`m at $3.36 for 2018 EPS and based on the non-stale estimates out there (only 4), the street is around $3.28. (Guide was $3.50 to $3.70) to start
4) CEO and team will be at Citi tech conference in September and i think it will be a good opp`t for them to re-engage the street in a more meaningful way.
5) On a NTM EPS basis i`m at $3.51 of EPS and the street at $3.41.  Given historical range of multiple vs. HPQ, probably puts this around 7.7 to 9x, so fundamental value is $26 to $32.
6) Tailrisk is around Fuji deciding to play games with the supply chain (which hurts Fuji as well, so would be mutual destruction).  This is what took the stock to $23-$24 imo.  Upside is obviously if they execute any sort of M&A","Fundamental Downside: $3.50, low of analyst NTM EPS (ex outlier) at 6.37x, which is the downside standard deviation implied of the median discount at which XRX has historically traded to HPQ.  The range vs. HPQ 6.4x to 7.9x

","Pegging upside to the high end of FCF implied valuation.

Fundamental Upside: $3.56 of NTM EPS at 7.9x EPS = $28.12, which is the upside standard deviation implied of the median discount at which XRX has historically traded to HPQ.  The range vs. HPQ 6.4x to 7.9x

XRX 2018 revenue 9.831 (down 4.6%) and 2019 revenue 9.557 down 2.8%

EBITDA of 1.72n in 2018 and 1.673 in 2019 on 17.5% margins, is flat margins vs. 2017, which is very conservative relative to Project OWN, which involves a larger transformation for the company.  It also only implies 50mm of OPEX improvement in 2019 relative to 2018.

Assumes 700mm buyback in 2018 and 500 in 2019 on FCF of roughly $1bn in each year.

If I take the inverse of the HPQ implied P/E multiples the implied FCF yield is 12.7% to 15.7% vs. HPQ yield at 10%.  2019 FCF/share of $4.37 at 12.7% yield is $34.38

Strategic upside is $40 based on where Ichan and Deason said they would accept an all cash bid, but other holders would accept $35",.ESSXRX* INDEX,hpq us equity,caj us equity,ibm us equity,,,,,,.33,.33,.33,,,,,,12/04/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.333,.333,0,.333,Special Situations,Spec M&A,No
299,41,2016-09-22,10,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,50.0,32.0,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
310,41,2016-09-22,11,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,50.0,32.0,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
321,41,2016-09-22,12,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,50.0,32.0,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
332,41,2016-09-22,13,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,50.0,32.0,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
343,41,2016-09-22,14,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,44.4,32.8,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
354,41,2016-09-22,15,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,44.4,32.8,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
365,41,2016-09-22,16,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,46.3,30.6,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
376,41,2016-09-22,17,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,46.3,30.6,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
387,41,2016-09-22,18,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,46.3,30.6,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
398,41,2016-09-22,19,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,37.0,29.75,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
409,41,2016-09-22,20,dzhang,JCI US EQUITY,Soft,3,2018-03-09,2019-12-31,37.0,29.75,"Spinning Power Unit (24% of sales, 32% of EBITA)

- Interested buyers PE only 
- Rumoured price $12bn EV
- Deal would be slightly dilutive for JCI but would remove drag from exposure to autos

JCI FY results in November --> plan for Power to be unveiled by that date

Short prepositioning in the market. However:
- Valuation is at historical trough
- JCI has levers of self help to improve operationally
- Multiple of RemainCo should improve post spin-off/sale
- Risk of squeeze is not negligible

Not huge conviction at current price, but it seems like there could be an opportunity to go long if JCI went to $34 (downside is $30.6, so at a 10% downside risk), against a basket of peers weighted on their exposure to HVAC
","see above
","consensus, supported by our LBO has the Power Business being sold for 12bn, which is 10.2bn after tax.
- Selling Power is dilutive to the over all company valuation, but with the auto cycle appearing to roll over, the bulls would suggest that JCI`s multiple should re-rate higher post Power sale
- then the remainco ""buildings"" business which is a HVAC business should trade in line with IR over time.
- JCI buildings business, which includes legacy TYC businesses, has worse FCF conversion and lower organic growth rate.
- On the longer term re-rating post Power Sale, we see upside to $37, but on just the announcement of a power deal feels like stock could trade $34 or only around 6.5% upside to last price vs. $29.75 on the downside.  So risk/reward starts to get interesting <$31.75, but overall return isn`t and every $1bn of Power Value is worth $0.86 of value

_$0.86 of value per JCI share, so if the $12bn becomes $11bn gross given recent market moves upside shifts to $33.14_",.ESSJCI2 Index,LII US Equity,IS US Equity,,,,,,,0.52,0.48,,,,,,,09/06/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,0.25,0.75,0,0,Special Situations,Transformational M&A,Yes
414,44,2016-09-22,5,cwatkins,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,43.0,30.0,Family trust should Redstone pass; DISH affiliate contract renewal,"Assumes AVERAGE of:

(1) A transaction with CBS downside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio

(2) No transaction and VIAB trades at 7.5x (split between SNI and AMCX).",Assumes a transaction with CBS upside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio,.ESSVIAB INDEX,DISCA US EQUITY,AMCX US EQUITY,DIS US EQUITY,SNI US EQUITY,FOXA US EQUITY,,,,0.2,0.2,0.2,0.2,0.2,,,,11/08/2016,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
419,44,2016-09-22,6,cwatkins,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,43.0,30.0,Family trust should Redstone pass; DISH affiliate contract renewal,"Assumes AVERAGE of:

(1) A transaction with CBS downside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio

(2) No transaction and VIAB trades at 7.5x (split between SNI and AMCX).",Assumes a transaction with CBS upside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio,.ESSVIAB INDEX,DISCA US EQUITY,AMCX US EQUITY,DIS US EQUITY,SNI US EQUITY,FOXA US EQUITY,,,,0.2,0.2,0.2,0.2,0.2,,,,11/08/2016,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
424,44,2016-09-22,7,cwatkins,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,43.0,30.0,Family trust should Redstone pass; DISH affiliate contract renewal,"Assumes AVERAGE of:

(1) A transaction with CBS downside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio

(2) No transaction and VIAB trades at 7.5x (split between SNI and AMCX).",Assumes a transaction with CBS upside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio,.ESSVIAB INDEX,DISCA US EQUITY,AMCX US EQUITY,DIS US EQUITY,SNI US EQUITY,FOXA US EQUITY,,,,0.2,0.2,0.2,0.2,0.2,,,,11/08/2016,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
429,44,2016-09-22,8,cwatkins,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,43.0,30.0,Family trust should Redstone pass; DISH affiliate contract renewal,"Assumes AVERAGE of:

(1) A transaction with CBS downside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio

(2) No transaction and VIAB trades at 7.5x (split between SNI and AMCX).",Assumes a transaction with CBS upside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio,.ESSVIAB INDEX,DISCA US EQUITY,AMCX US EQUITY,DIS US EQUITY,SNI US EQUITY,FOXA US EQUITY,,,,0.2,0.2,0.2,0.2,0.2,,,,11/08/2016,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
434,44,2016-09-22,9,cwatkins,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,43.0,30.0,Family trust should Redstone pass; DISH affiliate contract renewal,"Assumes AVERAGE of:

(1) A transaction with CBS downside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio

(2) No transaction and VIAB trades at 7.5x (split between SNI and AMCX).",Assumes a transaction with CBS upside (see CBS docket) is announced and upside is implied based on transaction at 0.647x ratio,.ESSVIAB INDEX,DISCA US EQUITY,AMCX US EQUITY,DIS US EQUITY,SNI US EQUITY,FOXA US EQUITY,,,,0.2,0.2,0.2,0.2,0.2,,,,11/08/2016,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
436,545,2018-01-31,0,dzhang,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,,,,,,,DISCA US EQUITY,AMC US EQUITY,DIS US EQUITY,,,,,,0.33,0.33,0.33,,,,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
438,545,2018-01-31,1,dzhang,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,,,,,,,DISCA US EQUITY,AMC US EQUITY,DIS US EQUITY,,,,,,0.33,0.33,0.33,,,,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
440,545,2018-01-31,2,dzhang,VIAB US EQUITY,Soft,1,2018-01-01,2019-12-31,41.0,23.0,,,,,DISCA US EQUITY,AMC US EQUITY,DIS US EQUITY,,,,,,0.33,0.33,0.33,,,,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
